ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
10+    ,  12.1878             ,          1 ,        113 ,             5   ,  41606 ,Easy              ,Star-Lord                                                 ,        5   ,BrickHeadz                            ,            5   ,BE
10+    ,  12.1878             ,          1 ,        136 ,                 ,  41607 ,                  ,Gamora                                                    ,        5   ,BrickHeadz                            ,                ,BE
14-Jul ,  85.3878             ,          6 ,        492 ,             4.7 ,  76088 ,Average           ,Thor vs. Hulk: Arena Clash                                ,        4.3 ,Marvel Super Heroes                   ,            4   ,BE
14-Jul ,  85.3878             ,          7 ,        375 ,             4.1 ,  76078 ,Easy              ,Hulk vs. Red Hulk                                         ,        3.7 ,Marvel Super Heroes                   ,            2.3 ,BE
14-Jul ,  67.0878             ,          6 ,        400 ,             4.8 ,  76084 ,Easy              ,The Ultimate Battle for Asgard                            ,        4.3 ,Marvel Super Heroes                   ,            4.5 ,BE
14-Jul ,  54.8878             ,         23 ,        375 ,             4.4 ,  76083 ,Average           ,Beware the Vulture                                        ,        4.6 ,Marvel Super Heroes                   ,            3.9 ,BE
14-Jul ,  48.7878             ,          7 ,        358 ,             4.7 ,  76100 ,Average           ,Royal Talon Fighter Attack                                ,        4.7 ,Marvel Super Heroes                   ,            4.8 ,BE
14-Jul ,  48.7878             ,         10 ,        377 ,             4.8 ,  76077 ,Easy              ,Iron Man: Detroit Steel Strikes                           ,        4.6 ,Marvel Super Heroes                   ,            4.3 ,BE
12-Jun ,  36.5878             ,          9 ,        185 ,             3.9 ,  76082 ,Easy              ,ATM Heist Battle                                          ,        3.9 ,Marvel Super Heroes                   ,            4.2 ,BE
12-Jun ,  36.5878             ,          6 ,        229 ,             4.4 ,  76099 ,Easy              ,Rhino Face-Off by the Mine                                ,        4.7 ,Marvel Super Heroes                   ,            5   ,BE
12-Jun ,  36.5878             ,         10 ,        160 ,             3.9 ,  76076 ,Easy              ,Captain America Jet Pursuit                               ,        3.7 ,Marvel Super Heroes                   ,            3.9 ,BE
5-Feb  ,  36.5878             ,            ,         38 ,                 ,  10876 ,                  ,Spider-Man & Hulk Adventures                              ,            ,DUPLO®                                ,                ,BE
7-Apr  ,  30.4878             ,          1 ,        125 ,             5   ,  10754 ,                  ,Spider-Man vs. Scorpion Street Showdown                   ,        4   ,Juniors                               ,            4   ,BE
12-May ,  12.1878             ,          2 ,         79 ,             3.5 ,  76091 ,Easy              ,Mighty Micros: Thor vs. Loki                              ,        3.5 ,Marvel Super Heroes                   ,            3   ,BE
12-May ,  12.1878             ,            ,         86 ,                 ,  76090 ,                  ,Mighty Micros: Star-Lord vs. Nebula                       ,            ,Marvel Super Heroes                   ,                ,BE
12-May ,  12.1878             ,            ,         89 ,                 ,  76089 ,                  ,Mighty Micros: Scarlet Spider vs. Sandman                 ,            ,Marvel Super Heroes                   ,                ,BE
10+    , 487.9878             ,         38 ,        601 ,             4.4 ,  31313 ,Challenging       ,LEGO® MINDSTORMS® EV3                                     ,        4.3 ,MINDSTORMS®                           ,            3.7 ,BE
21-Oct , 243.9878             ,          1 ,          1 ,             5   ,  45500 ,Average           ,EV3 Intelligent Brick                                     ,        4   ,MINDSTORMS®                           ,            3   ,BE
21-Oct , 134.18779999999998   ,          6 ,          1 ,             4   ,  45501 ,Very Easy         ,EV3 Rechargeable DC Battery                               ,        4.3 ,MINDSTORMS®                           ,            3   ,BE
21-Oct ,  42.6878             ,            ,          1 ,                 ,  45505 ,                  ,EV3 Gyro Sensor                                           ,            ,MINDSTORMS®                           ,                ,BE
10+    ,  42.6878             ,          4 ,          1 ,             3   ,  45504 ,Challenging       ,EV3 Ultrasonic Sensor                                     ,        3.5 ,MINDSTORMS®                           ,            4   ,BE
21-Oct ,  42.6878             ,          1 ,          1 ,             5   ,  45506 ,Very Easy         ,EV3 Color Sensor                                          ,        5   ,MINDSTORMS®                           ,            5   ,BE
21-Oct ,  42.6878             ,            ,          1 ,                 ,  45509 ,                  ,EV3 Infrared Sensor                                       ,            ,MINDSTORMS®                           ,                ,BE
10+    ,  42.6878             ,          3 ,          1 ,             5   ,  45508 ,Average           ,EV3 Infrared Beacon                                       ,        5   ,MINDSTORMS®                           ,            3.3 ,BE
8+     ,  36.5878             ,          2 ,          1 ,             5   ,  45517 ,Very Easy         ,Transformer 10V DC                                        ,        4   ,MINDSTORMS®                           ,            2.5 ,BE
21-Oct ,  36.5878             ,          2 ,          1 ,             5   ,  45502 ,                  ,EV3 Large Servo Motor                                     ,        5   ,MINDSTORMS®                           ,            5   ,BE
21-Oct ,  24.3878             ,            ,          1 ,                 ,  45507 ,                  ,EV3 Touch Sensor                                          ,            ,MINDSTORMS®                           ,                ,BE
21-Oct ,  21.9478             ,            ,          7 ,                 ,  45514 ,                  ,EV3 Cable Pack                                            ,            ,MINDSTORMS®                           ,                ,BE
12+    , 329.3878             ,         11 ,       2863 ,             4.3 ,  21137 ,Challenging       ,The Mountain Cave                                         ,        4.5 ,Minecraft™                            ,            4.2 ,BE
8+     , 146.3878             ,          2 ,       1122 ,             5   ,  21136 ,Easy              ,The Ocean Monument                                        ,        5   ,Minecraft™                            ,            4   ,BE
8+     , 121.9878             ,          7 ,        729 ,             4   ,  21134 ,Average           ,The Waterfall Base                                        ,        4.1 ,Minecraft™                            ,            3.7 ,BE
8+     ,  91.4878             ,          1 ,        717 ,             5   ,  21135 ,Challenging       ,The Crafting Box 2.0                                      ,        5   ,Minecraft™                            ,            5   ,BE
8+     ,  79.28779999999998   ,          4 ,        549 ,             4.7 ,  21144 ,Easy              ,The Farm Cottage                                          ,        4.8 ,Minecraft™                            ,            4.3 ,BE
8+     ,  67.0878             ,          1 ,        470 ,             5   ,  21143 ,Average           ,The Nether Portal                                         ,        5   ,Minecraft™                            ,            5   ,BE
8+     ,  54.8878             ,            ,        278 ,                 ,  21142 ,                  ,The Polar Igloo                                           ,            ,Minecraft™                            ,                ,BE
8+     ,  54.8878             ,          6 ,        387 ,             4.2 ,  21130 ,Easy              ,The Nether Railway                                        ,        4.7 ,Minecraft™                            ,            4.2 ,BE
8+     ,  30.4878             ,         16 ,        208 ,             4.4 ,  21123 ,Easy              ,The Iron Golem                                            ,        4.6 ,Minecraft™                            ,            4.4 ,BE
14-Jul ,  28.0478             ,          4 ,        198 ,             4.5 ,  21140 ,Average           ,The Chicken Coop                                          ,        4.5 ,Minecraft™                            ,            5   ,BE
14-Jul ,  28.0478             ,          2 ,        241 ,             5   ,  21141 ,Average           ,The Zombie Cave                                           ,        5   ,Minecraft™                            ,            4.5 ,BE
8+     ,  24.3878             ,          5 ,        247 ,             5   ,  21129 ,Average           ,The Mushroom Island                                       ,        4.6 ,Minecraft™                            ,            4.8 ,BE
14-Jun ,  20.7278             ,            ,         84 ,                 ,  21139 ,                  ,The Nether Fight                                          ,            ,Minecraft™                            ,                ,BE
14-Jun ,  20.7278             ,          4 ,         69 ,             5   ,  21138 ,Easy              ,The Melon Farm                                            ,        4.3 ,Minecraft™                            ,            2.7 ,BE
12-May ,  54.8878             ,         10 ,        169 ,             4.3 ,  60153 ,Very Easy         ,People pack – Fun at the beach                            ,        4.1 ,City                                  ,            3.6 ,BE
5+     ,   4.8678             ,         13 ,          8 ,             4.3 ,  71020 ,Very Easy         ,THE LEGO® BATMAN MOVIE Series 2                           ,        4.8 ,Minifigures                           ,            4   ,BE
5+     ,   4.8678             ,         15 ,          7 ,             4.8 ,  71021 ,Very Easy         ,Series 18: Party                                          ,        4.5 ,Minifigures                           ,            4.4 ,BE
14-Sep , 170.7878             ,          5 ,       1426 ,             2   ,  70357 ,Challenging       ,Knighton Castle                                           ,        2.6 ,NEXO KNIGHTS™                         ,            1.8 ,BE
14-Aug ,  85.3878             ,          3 ,        604 ,             4.3 ,  72006 ,Challenging       ,Axl's Rolling Arsenal                                     ,        4   ,NEXO KNIGHTS™                         ,            4   ,BE
14-Aug ,  67.0878             ,            ,        569 ,                 ,  72005 ,                  ,Aaron's X-bow                                             ,            ,NEXO KNIGHTS™                         ,                ,BE
14-Aug ,  54.8878             ,          3 ,        506 ,             5   ,  72004 ,Average           ,Tech Wizard Showdown                                      ,        5   ,NEXO KNIGHTS™                         ,            5   ,BE
14-Aug ,  42.6878             ,            ,        369 ,                 ,  72003 ,                  ,Berserker Bomber                                          ,            ,NEXO KNIGHTS™                         ,                ,BE
14-Jul ,  24.3878             ,          1 ,        191 ,             4   ,  72002 ,Easy              ,Twinfector                                                ,        5   ,NEXO KNIGHTS™                         ,            3   ,BE
14-Jul ,  24.3878             ,            ,        217 ,                 ,  72001 ,                  ,Lance's Hover Jouster                                     ,            ,NEXO KNIGHTS™                         ,                ,BE
16+    , 402.5878             ,         88 ,       4867 ,             4.8 ,  70620 ,Challenging       ,NINJAGO® City                                             ,        4.9 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,BE
14-Sep , 207.3878             ,         52 ,       2295 ,             4.7 ,  70618 ,Challenging       ,Destiny's Bounty                                          ,        4.9 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,BE
14-Sep , 134.18779999999998   ,         15 ,       1403 ,             4.5 ,  70617 ,Average           ,Temple of The Ultimate Ultimate Weapon                    ,        4.8 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,BE
14-Sep , 109.7878             ,          9 ,        830 ,             4.6 ,  70656 ,Average           ,"garmadon, Garmadon, GARMADON!"                           ,        4.9 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,BE
14-Sep , 109.7878             ,          6 ,        914 ,             4.8 ,  70616 ,Average           ,Ice Tank                                                  ,        4.8 ,THE LEGO® NINJAGO® MOVIE™             ,            4.7 ,BE
14-Sep , 109.7878             ,         11 ,       1202 ,             4.7 ,  70632 ,Average           ,Quake Mech                                                ,        4.5 ,THE LEGO® NINJAGO® MOVIE™             ,            4.4 ,BE
14-Sep ,  97.5878             ,         19 ,        944 ,             3.6 ,  70615 ,Average           ,Fire Mech                                                 ,        4.2 ,THE LEGO® NINJAGO® MOVIE™             ,            4.6 ,BE
14-Aug ,  91.4878             ,          6 ,        765 ,             3.8 ,  70643 ,Average           ,Temple of Resurrection                                    ,        4.2 ,NINJAGO®                              ,            4.2 ,BE
14-Aug ,  85.3878             ,          8 ,        747 ,             4.3 ,  70613 ,Average           ,Garma Mecha Man                                           ,        4.5 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,BE
14-Sep ,  85.3878             ,          8 ,        876 ,             4.7 ,  70614 ,Average           ,Lightning Jet                                             ,        5   ,THE LEGO® NINJAGO® MOVIE™             ,            4.6 ,BE
14-Aug ,  67.0878             ,          2 ,        556 ,             4.5 ,  70642 ,Average           ,Killow vs. Samurai X                                      ,        4   ,NINJAGO®                              ,            4.5 ,BE
14-Aug ,  67.0878             ,          7 ,        521 ,             4.7 ,  70631 ,Average           ,Garmadon's Volcano Lair                                   ,        4.3 ,THE LEGO® NINJAGO® MOVIE™             ,            5   ,BE
14-Aug ,  67.0878             ,         29 ,        544 ,             4.6 ,  70612 ,Average           ,Green Ninja Mech Dragon                                   ,        4.7 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,BE
14-Aug ,  54.8878             ,         21 ,        494 ,             4.6 ,  70611 ,Average           ,Water Strider                                             ,        4.5 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,BE
14-Aug ,  54.8878             ,            ,        530 ,                 ,  70640 ,                  ,S.O.G. Headquarters                                       ,            ,NINJAGO®                              ,                ,BE
14-Sep ,  54.8878             ,          4 ,        552 ,             4.3 ,  70641 ,Challenging       ,Ninja Nightcrawler                                        ,        4.8 ,NINJAGO®                              ,            4.3 ,BE
14-Jul ,  42.6878             ,          3 ,        308 ,             5   ,  70639 ,Average           ,Street Race of Snake Jaguar                               ,        4.7 ,NINJAGO®                              ,            4.3 ,BE
14-Jul ,  42.6878             ,         10 ,        312 ,             3.5 ,  70608 ,Easy              ,Master Falls                                              ,        4   ,THE LEGO® NINJAGO® MOVIE™             ,            3.6 ,BE
14-Aug ,  42.6878             ,          8 ,        341 ,             4.2 ,  70610 ,Average           ,Flying Jelly Sub                                          ,        4.6 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,BE
14-Jul ,  42.6878             ,          6 ,        341 ,             4.4 ,  70609 ,Easy              ,Manta Ray Bomber                                          ,        4.3 ,THE LEGO® NINJAGO® MOVIE™             ,            4.2 ,BE
14-Jul ,  24.3878             ,          3 ,        257 ,             5   ,  70638 ,Average           ,Katana V11                                                ,        5   ,NINJAGO®                              ,            5   ,BE
14-Jul ,  24.3878             ,          8 ,        217 ,             4.1 ,  70629 ,Easy              ,Piranha Attack                                            ,        3.6 ,THE LEGO® NINJAGO® MOVIE™             ,            4.1 ,BE
14-Jul ,  24.3878             ,         18 ,        233 ,             4.6 ,  70607 ,Easy              ,NINJAGO® City Chase                                       ,        4.6 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,BE
7-Apr  ,  24.3878             ,            ,        131 ,                 ,  10755 ,                  ,Zane's Ninja Boat Pursuit                                 ,            ,Juniors                               ,                ,BE
14-Jul ,  18.2878             ,          8 ,         45 ,             3.6 ,  71217 ,Easy              ,Zane Fun Pack                                             ,        4   ,DIMENSIONS™                           ,            3.5 ,BE
14-Jun ,  12.1878             ,          1 ,         48 ,             5   ,  70628 ,Very Easy         ,Lloyd - Spinjitzu Master                                  ,        5   ,THE LEGO® NINJAGO® MOVIE™             ,            5   ,BE
14-Jun ,  12.1878             ,            ,         61 ,                 ,  70633 ,                  ,Kai - Spinjitzu Master                                    ,            ,NINJAGO®                              ,                ,BE
14-Jun ,  12.1878             ,          1 ,         68 ,             4   ,  70635 ,Very Easy         ,Jay - Spinjitzu Master                                    ,        4   ,NINJAGO®                              ,            3   ,BE
14-Jun ,  12.1878             ,          2 ,         73 ,             5   ,  70637 ,Easy              ,Cole - Spinjitzu Master                                   ,        5   ,NINJAGO®                              ,            3.5 ,BE
14-Jun ,  12.1878             ,            ,         69 ,                 ,  70636 ,                  ,Zane - Spinjitzu Master                                   ,            ,NINJAGO®                              ,                ,BE
14-Jun ,  12.1878             ,         11 ,        109 ,             4.5 ,  70606 ,Easy              ,Spinjitzu Training                                        ,        4.7 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,BE
14-Jun ,  12.1878             ,            ,         69 ,                 ,  70634 ,                  ,Nya - Spinjitzu Master                                    ,            ,NINJAGO®                              ,                ,BE
14+    , 280.5878             ,         61 ,       2028 ,             4.6 ,  70751 ,Challenging       ,Temple of Airjitzu                                        ,        4.8 ,NINJAGO®                              ,            4.3 ,BE
6+     , 853.9878             ,          7 ,       2631 ,             4.7 ,2000430 ,Easy              ,Identity and Landscape Kit                                ,        4.6 ,SERIOUS PLAY®                         ,            3.6 ,BE
6+     , 683.1878             ,          8 ,       2455 ,             3.7 ,2000431 ,Average           ,Connections Kit                                           ,        3.4 ,SERIOUS PLAY®                         ,            2.9 ,BE
6+     , 439.1878             ,          2 ,       4900 ,             5   ,2000409 ,Easy              ,Window Exploration Bag                                    ,        5   ,SERIOUS PLAY®                         ,            5   ,BE
6+     ,  32.9278             ,         10 ,        219 ,             3.9 ,2000414 ,Easy              ,Starter Kit                                               ,        3.9 ,SERIOUS PLAY®                         ,            3.3 ,BE
14-Aug , 134.18779999999998   ,          2 ,        841 ,             5   ,  75889 ,Average           ,Ferrari Ultimate Garage                                   ,        5   ,Speed Champions                       ,            4.5 ,BE
14-Jul ,  54.8878             ,          4 ,        391 ,             5   ,  75888 ,Average           ,Porsche 911 RSR and 911 Turbo 3.0                         ,        4.8 ,Speed Champions                       ,            4.8 ,BE
14-Jul ,  21.9478             ,          9 ,        183 ,             4.8 ,  75884 ,Easy              ,1968 Ford Mustang Fastback                                ,        4.9 ,Speed Champions                       ,            4.8 ,BE
14-Jul ,  21.9478             ,          3 ,        179 ,             5   ,  75886 ,Easy              ,Ferrari 488 GT3 “Scuderia Corsa”                          ,        5   ,Speed Champions                       ,            5   ,BE
14-Jul ,  21.9478             ,         13 ,        203 ,             4.5 ,  75885 ,Average           ,Ford Fiesta M-Sport WRC                                   ,        4.5 ,Speed Champions                       ,            4.5 ,BE
14-Jul ,  21.9478             ,          3 ,        163 ,             5   ,  75887 ,Easy              ,Porsche 919 Hybrid                                        ,        5   ,Speed Champions                       ,            5   ,BE
14-Aug , 134.18779999999998   ,          8 ,        941 ,             4.6 ,  75883 ,Average           ,MERCEDES AMG PETRONAS Formula One™ Team                   ,        4.6 ,Speed Champions                       ,            4.3 ,BE
14-Jul ,  48.7878             ,         12 ,        366 ,             4.5 ,  75881 ,Easy              ,2016 Ford GT & 1966 Ford GT40                             ,        4.8 ,Speed Champions                       ,            4.4 ,BE
14-Jul ,  21.9478             ,         12 ,        196 ,             4.5 ,  75877 ,Easy              ,Mercedes-AMG GT3                                          ,        4.6 ,Speed Champions                       ,            4.4 ,BE
14-Jul ,  21.9478             ,         10 ,        161 ,             4.7 ,  75880 ,Easy              ,McLaren 720S                                              ,        4.9 ,Speed Champions                       ,            4.7 ,BE
14-Jul ,  21.9478             ,         11 ,        184 ,             4.8 ,  75879 ,Easy              ,Scuderia Ferrari SF16-H                                   ,        4.7 ,Speed Champions                       ,            4.7 ,BE
14-Jul ,  21.9478             ,         19 ,        181 ,             4.7 ,  75878 ,Easy              ,Bugatti Chiron                                            ,        4.9 ,Speed Champions                       ,            4.8 ,BE
14-Sep , 219.5878             ,          6 ,       1413 ,             4.3 ,  75212 ,Average           ,Kessel Run Millennium Falcon™                             ,        4.3 ,Star Wars™                            ,            3.7 ,BE
14-Sep ,  97.5878             ,          7 ,        519 ,             5   ,  75211 ,Average           ,Imperial TIE Fighter™                                     ,        4.7 ,Star Wars™                            ,            3.7 ,BE
12-Aug ,  67.0878             ,          2 ,        464 ,             4   ,  75210 ,Easy              ,Moloch's Landspeeder™                                     ,        4.5 ,Star Wars™                            ,            3.5 ,BE
12-Jul ,  42.6878             ,          4 ,        345 ,             4.5 ,  75209 ,Easy              ,Han Solo's Landspeeder™                                   ,        4.8 ,Star Wars™                            ,            4.3 ,BE
14-Aug ,  42.6878             ,            ,        104 ,                 ,  75537 ,                  ,Darth Maul™                                               ,            ,Star Wars™                            ,                ,BE
14-Jul ,  36.5878             ,          3 ,        101 ,             3.5 ,  75536 ,Easy              ,Range Trooper™                                            ,        4.7 ,Star Wars™                            ,            4.3 ,BE
14-Aug ,  36.5878             ,            ,        101 ,                 ,  75535 ,                  ,Han Solo™                                                 ,            ,Star Wars™                            ,                ,BE
10+    ,  12.1878             ,          1 ,        149 ,             2   ,  41609 ,Very Easy         ,Chewbacca™                                                ,        3   ,BrickHeadz                            ,            4   ,BE
10+    ,  12.1878             ,          1 ,        141 ,             2   ,  41608 ,Very Easy         ,Han Solo™                                                 ,        4   ,BrickHeadz                            ,            4   ,BE
14+    , 609.9878             ,         85 ,       4016 ,             4.5 ,  75159 ,Challenging       ,Death Star™                                               ,        3.9 ,Star Wars™                            ,            3.5 ,BE
14+    , 280.5878             ,         87 ,       1703 ,             3.3 ,  75144 ,Challenging       ,Snowspeeder™                                              ,        4.3 ,Star Wars™                            ,            4.1 ,BE
14+    , 243.9878             ,        201 ,       1996 ,             3.9 ,  75060 ,Challenging       ,Slave I                                                   ,        4.8 ,Star Wars™                            ,            4.5 ,BE
14-Sep , 195.1878             ,         31 ,       1416 ,             4.6 ,  75190 ,Average           ,First Order Star Destroyer™                               ,        4.8 ,Star Wars™                            ,            4.4 ,BE
14-Sep , 182.9878             ,         34 ,       1376 ,             4   ,  75189 ,Challenging       ,First Order Heavy Assault Walker™                         ,        4.3 ,Star Wars™                            ,            3.8 ,BE
14-Sep , 146.3878             ,         15 ,        825 ,             4.7 ,  75191 ,Average           ,Jedi Starfighter™ With Hyperdrive                         ,        4.7 ,Star Wars™                            ,            4.3 ,BE
14-Sep , 146.3878             ,         23 ,        780 ,             4.7 ,  75188 ,Average           ,Resistance Bomber                                         ,        4.6 ,Star Wars™                            ,            4   ,BE
16-Oct , 134.18779999999998   ,         79 ,       1106 ,             4.6 ,  75187 ,Average           ,BB-8™                                                     ,        4.8 ,Star Wars™                            ,            4.6 ,BE
14-Sep , 134.18779999999998   ,         39 ,        863 ,             4.2 ,  75156 ,Average           ,Krennic's Imperial Shuttle                                ,        4.4 ,Star Wars™                            ,            4.4 ,BE
14-Aug , 121.9878             ,          5 ,        775 ,             4.8 ,  75186 ,Challenging       ,The Arrowhead                                             ,        4.8 ,Star Wars™                            ,            4.4 ,BE
14-Aug , 109.7878             ,         22 ,        630 ,             4.5 ,  75179 ,Average           ,Kylo Ren's TIE Fighter™                                   ,        4.6 ,Star Wars™                            ,            3.9 ,BE
14-Aug , 109.7878             ,         71 ,        717 ,             4.7 ,  75102 ,Average           ,Poe's X-Wing Fighter™                                     ,        4.7 ,Star Wars™                            ,            4.1 ,BE
14-Aug , 109.7878             ,         56 ,        659 ,             4.6 ,  75155 ,Average           ,Rebel U-Wing Fighter™                                     ,        4.6 ,Star Wars™                            ,            3.9 ,BE
14-Sep , 109.7878             ,          4 ,        746 ,             4.5 ,  75202 ,Easy              ,Defense of Crait™                                         ,        4.3 ,Star Wars™                            ,            4   ,BE
14-Aug , 109.7878             ,          3 ,        836 ,             5   ,  75180 ,Average           ,Rathtar™ Escape                                           ,        4.7 ,Star Wars™                            ,            3.7 ,BE
14-Aug ,  97.5878             ,         51 ,        691 ,             4.8 ,  75172 ,Average           ,Y-Wing Starfighter™                                       ,        4.7 ,Star Wars™                            ,            4.4 ,BE
14-Aug ,  97.5878             ,          6 ,        557 ,             4.2 ,  75185 ,Challenging       ,Tracker I                                                 ,        4.3 ,Star Wars™                            ,            4.4 ,BE
14-Sep ,  85.3878             ,          9 ,        554 ,             3.9 ,  75177 ,Challenging       ,First Order Heavy Scout Walker™                           ,        4   ,Star Wars™                            ,            3.8 ,BE
14-Aug ,  85.3878             ,         12 ,        457 ,             4.4 ,  75178 ,Easy              ,Jakku Quadjumper™                                         ,        4.3 ,Star Wars™                            ,            3.6 ,BE
14-Aug ,  79.28779999999998   ,         37 ,        370 ,             2.2 ,  75201 ,Easy              ,First Order AT-ST™                                        ,        1.8 ,Star Wars™                            ,            1.8 ,BE
14-Aug ,  73.1878             ,         14 ,        376 ,             4   ,  75205 ,Easy              ,Mos Eisley Cantina™                                       ,        3.5 ,Star Wars™                            ,            3.3 ,BE
14-Oct ,  73.1878             ,         11 ,        452 ,             4.2 ,  75532 ,Challenging       ,Scout Trooper™ & Speeder Bike™                            ,        4.5 ,Star Wars™                            ,            4.4 ,BE
12-Jul ,  60.9878             ,         13 ,        278 ,             4.9 ,  75204 ,Easy              ,Sandspeeder™                                              ,        4.5 ,Star Wars™                            ,            4.2 ,BE
14-Sep ,  54.8878             ,          6 ,        168 ,             4.6 ,  75534 ,Average           ,Darth Vader™                                              ,        5   ,Star Wars™                            ,            4   ,BE
12-Jul ,  54.8878             ,         27 ,        277 ,             4.6 ,  75174 ,Easy              ,Desert Skiff Escape                                       ,        4.6 ,Star Wars™                            ,            4.1 ,BE
14-Aug ,  54.8878             ,         14 ,        294 ,             4.6 ,  75176 ,Easy              ,Resistance Transport Pod™                                 ,        4.7 ,Star Wars™                            ,            3.7 ,BE
12-Jul ,  42.6878             ,         25 ,        241 ,             4.1 ,  75200 ,Easy              ,Ahch-To Island™ Training                                  ,        4.5 ,Star Wars™                            ,            4.1 ,BE
12-Jul ,  42.6878             ,         38 ,        282 ,             4.5 ,  75183 ,Easy              ,Darth Vader™ Transformation                               ,        4.7 ,Star Wars™                            ,            4.7 ,BE
14-Aug ,  42.6878             ,          4 ,        144 ,             4.8 ,  75533 ,Average           ,Boba Fett™                                                ,        4.8 ,Star Wars™                            ,            4   ,BE
12-Aug ,  42.6878             ,         37 ,        262 ,             4.3 ,  75168 ,Easy              ,Yoda's Jedi Starfighter™                                  ,        4.5 ,Star Wars™                            ,            4.3 ,BE
12-Jul ,  42.6878             ,         19 ,        157 ,             3.4 ,  75199 ,Easy              ,General Grievous' Combat Speeder                          ,        2.6 ,Star Wars™                            ,            1.9 ,BE
14-Aug ,  42.6878             ,         27 ,        305 ,             4.6 ,  75182 ,Easy              ,Republic Fighter Tank™                                    ,        4.6 ,Star Wars™                            ,            4.4 ,BE
12-Jul ,  42.6878             ,         32 ,        208 ,             4.4 ,  75169 ,Easy              ,Duel on Naboo™                                            ,        4.4 ,Star Wars™                            ,            4.4 ,BE
14-Aug ,  42.6878             ,          5 ,        179 ,             4.3 ,  75530 ,Average           ,Chewbacca™                                                ,        3.6 ,Star Wars™                            ,            3.4 ,BE
12-Jul ,  36.5878             ,         27 ,        149 ,             4.3 ,  75173 ,Easy              ,Luke's Landspeeder™                                       ,        4.5 ,Star Wars™                            ,            4.3 ,BE
14-Aug ,  36.5878             ,          7 ,         92 ,             4.1 ,  75529 ,Easy              ,Elite Praetorian Guard                                    ,        4.7 ,Star Wars™                            ,            3.9 ,BE
14-Aug ,  36.5878             ,         12 ,         86 ,             4.4 ,  75117 ,Easy              ,Kylo Ren™                                                 ,        4.5 ,Star Wars™                            ,            4.4 ,BE
14-Aug ,  36.5878             ,          3 ,         85 ,             4.7 ,  75528 ,Easy              ,Rey                                                       ,        4.7 ,Star Wars™                            ,            4.7 ,BE
14-Jul ,  36.5878             ,          3 ,        100 ,             3.3 ,  75531 ,Very Easy         ,Stormtrooper™ Commander                                   ,        4   ,Star Wars™                            ,            4   ,BE
12-Jun ,  24.3878             ,          3 ,        188 ,             4   ,  75196 ,Easy              ,A-Wing™ vs. TIE Silencer™ Microfighters                   ,        4.3 ,Star Wars™                            ,            4   ,BE
12-Jun ,  24.3878             ,          4 ,        216 ,             4.5 ,  75195 ,Easy              ,Ski Speeder™ vs. First Order Walker™ Microfighters        ,        4.5 ,Star Wars™                            ,            4.5 ,BE
14-Aug ,  24.3878             ,          1 ,         94 ,             4   ,  75526 ,Easy              ,Elite TIE Fighter Pilot™                                  ,        4   ,Star Wars™                            ,            4   ,BE
12-Jun ,  21.9478             ,         14 ,         97 ,             4.2 ,  75198 ,Easy              ,Tatooine™ Battle Pack                                     ,        4.1 ,Star Wars™                            ,            4.1 ,BE
12-Jun ,  21.9478             ,         15 ,        108 ,             3.8 ,  75197 ,Very Easy         ,First Order Specialists Battle Pack                       ,        4.1 ,Star Wars™                            ,            3.9 ,BE
12-Jun ,  21.9478             ,         40 ,        125 ,             4.5 ,  75167 ,Very Easy         ,Bounty Hunter Speeder Bike™ Battle Pack                   ,        4.7 ,Star Wars™                            ,            4.8 ,BE
12-Jun ,  21.9478             ,         26 ,        117 ,             4.3 ,  75166 ,Very Easy         ,First Order Transport Speeder Battle Pack                 ,        4.7 ,Star Wars™                            ,            4.2 ,BE
12-Jun ,  12.1878             ,          9 ,         92 ,             4.7 ,  75193 ,Easy              ,Millennium Falcon™ Microfighter                           ,        4.7 ,Star Wars™                            ,            4.7 ,BE
12-Jun ,  12.1878             ,          3 ,         91 ,             4.7 ,  75194 ,Easy              ,First Order TIE Fighter™ Microfighter                     ,        4.3 ,Star Wars™                            ,            4   ,BE
12-Jun ,  12.1878             ,          6 ,        109 ,             4.8 ,  75160 ,Easy              ,U-Wing™ Microfighter                                      ,        4.8 ,Star Wars™                            ,            4.8 ,BE
12-Jun ,  12.1878             ,          4 ,         88 ,             4.3 ,  75161 ,Easy              ,TIE Striker™ Microfighter                                 ,        4.5 ,Star Wars™                            ,            4.5 ,BE
10+    ,  12.1878             ,          5 ,        130 ,             4.3 ,  41603 ,Easy              ,Kylo Ren™                                                 ,        5   ,BrickHeadz                            ,            4.8 ,BE
